title,release_date_uais,magic_number,profit_uais,type_uais,age_restriction
1915,,121009015.0,636862.5,художественный,«16+» для детей старше 16 лет
007: СПЕКТР,Thu Jun 11 2015 00:00:00 GMT+0300 (MSK),121021715.0,766568402.9,художественный,«16+» для детей старше 16 лет
10 000 км: Любовь на расстоянии,,121011815.0,43660.0,художественный,«18+» запрещено для детей
12 месяцев. Новая сказка,,111014414.0,32181630.0,художественный,«0+» для любой зрительской аудитории
128 ударов сердца в минуту,Mon Mar 09 2015 00:00:00 GMT+0300 (MSK),121016715.0,36448738.3,художественный,«18+» запрещено для детей
14+,Mon Aug 10 2015 00:00:00 GMT+0300 (MSK),111023614.0,10116656.1,художественный,«16+» для детей старше 16 лет
3 сердца,,121026914.0,1774270.5,художественный,«16+» для детей старше 16 лет
45 лет,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),121023915.0,508290.0,художественный,«16+» для детей старше 16 лет
7-ой гном 3D,,124002314.0,188845.0,анимационный,«6+» для детей старше шести лет
8 новых свиданий,Thu Jan 01 2015 00:00:00 GMT+0300 (MSK),111014914.0,393305425.3,художественный,«12+» для детей старше 12 лет
Citizenfour: Правда Сноудена,Mon Sep 07 2015 00:00:00 GMT+0300 (MSK),126002315.0,9616976.0,другой,«16+» для детей старше 16 лет
Kingsman: Секретная служба,Wed Dec 02 2015 00:00:00 GMT+0300 (MSK),121029514.0,566924625.9,художественный,«18+» запрещено для детей
No comment,,111008415.0,210538.0,художественный,«16+» для детей старше 16 лет
OSCAR SHORTS 2015. ФИЛЬМЫ,,121007715.0,1300200.0,художественный,«16+» для детей старше 16 лет
Queen. Live in Budapest 1986,,126002712.0,329526.0,другой,«0+» для любой зрительской аудитории
Queen. Rock Montreal,,126000115.0,1842287.0,другой,«12+» для детей старше 12 лет
"SOS, Дед Мороз или Все сбудется!",Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),111019915.0,93888803.1,художественный,«6+» для детей старше шести лет
Superнянь,,121023614.0,170820.0,художественный,«16+» для детей старше 16 лет
Superнянь 2,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),121023815.0,42532803.3,художественный,«16+» для детей старше 16 лет
The Doors - Live At the Bowl'68. Концерт,,126000713.0,198270.0,другой,«12+» для детей старше 12 лет
А зори здесь тихие...,,111002915.0,249137357.7,художественный,«12+» для детей старше 12 лет
Аватар,,121020109.0,311950.0,художественный,"Зрителям, достигшим 14 лет"
Агенты А.Н.К.Л.,,121015915.0,573298911.4,художественный,«12+» для детей старше 12 лет
Агорафобия,,121025015.0,135945.0,художественный,«18+» запрещено для детей
Амазония: Инструкция по выживанию,Wed Jun 11 2014 00:00:00 GMT+0300 (MSK),126002814.0,90935.0,другой,«0+» для любой зрительской аудитории
Ангелы революции,Mon May 11 2015 00:00:00 GMT+0300 (MSK),111023214.0,808997.0,художественный,«16+» для детей старше 16 лет
Анина,Wed Feb 04 2015 00:00:00 GMT+0300 (MSK),124000715.0,485079.0,анимационный,«6+» для детей старше шести лет
Антураж,,121015715.0,57025019.0,художественный,«18+» запрещено для детей
Аргентина,,126003315.0,24960.0,другой,«6+» для детей старше шести лет
Арктика 3D,,126003112.0,56510.0,другой,«0+» для любой зрительской аудитории
Астерикс: Земля Богов,,124003214.0,2451329.0,анимационный,«6+» для детей старше шести лет
Астрал 3,Mon Apr 06 2015 00:00:00 GMT+0300 (MSK),121010315.0,282604493.0,художественный,«16+» для детей старше 16 лет
Атака титанов. Фильм второй: Конец света,Sat Jan 10 2015 00:00:00 GMT+0300 (MSK),121019815.0,2660658.6,художественный,«16+» для детей старше 16 лет
Атака титанов. Фильм первый: Жестокий мир,Mon Mar 09 2015 00:00:00 GMT+0300 (MSK),121017215.0,17265095.2,художественный,«16+» для детей старше 16 лет
Атлантида Русского Севера,,217004515.0,1811617.5,другой,«12+» для детей старше 12 лет
Бабадук,,121000915.0,23185354.0,художественный,«16+» для детей старше 16 лет
Багровый пик,,121015215.0,294841266.0,художественный,«18+» запрещено для детей
Барашек Шон,,124000815.0,57315035.1,анимационный,«6+» для детей старше шести лет
Бармен,,111009615.0,67418974.8,художественный,«16+» для детей старше 16 лет
Батальонъ,,111000715.0,451808681.7,художественный,«12+» для детей старше 12 лет
Беглец,Mon Mar 09 2015 00:00:00 GMT+0300 (MSK),120018015.0,3067727.5,не определен,«18+» запрещено для детей
Бегущий в лабиринте: Испытание огнём,,121016215.0,484053212.7,художественный,«16+» для детей старше 16 лет
Без границ,,111010315.0,190718854.4,художественный,«12+» для детей старше 12 лет
Безумная свадьба,,121013914.0,2438910.0,художественный,«12+» для детей старше 12 лет
Безумный Макс: Дорога ярости,,121009615.0,649497450.8,художественный,«16+» для детей старше 16 лет
Белый Бог,Wed Dec 02 2015 00:00:00 GMT+0300 (MSK),121001715.0,729737.0,художественный,«18+» запрещено для детей
Бёрдмэн,,121027514.0,97499173.6,художественный,«16+» для детей старше 16 лет
Берцы,Wed Dec 02 2015 00:00:00 GMT+0300 (MSK),111004314.0,55917.5,художественный,«16+» для детей старше 16 лет
Бесславные придурки,Fri Nov 06 2015 00:00:00 GMT+0300 (MSK),111003314.0,20950.0,художественный,«12+» для детей старше 12 лет
Битва за Севастополь,Wed Feb 04 2015 00:00:00 GMT+0300 (MSK),111001415.0,401753191.9,художественный,«12+» для детей старше 12 лет
Блондинка в эфире,Tue Aug 05 2014 00:00:00 GMT+0300 (MSK),121007514.0,2200.0,художественный,«16+» для детей старше 16 лет
Болт и Блип спешат на помощь,Sat Aug 11 2012 00:00:00 GMT+0300 (MSK),124003112.0,31450.0,анимационный,«0+» для любой зрительской аудитории
Большая игра,,121007315.0,14455450.5,художественный,«12+» для детей старше 12 лет
Большие глаза,Sat Aug 01 2015 00:00:00 GMT+0300 (MSK),121025214.0,47165374.6,художественный,«16+» для детей старше 16 лет
Брак за решеткой,,121014215.0,89380.5,художественный,«16+» для детей старше 16 лет
Братья Ч,,111004414.0,232100.0,художественный,«16+» для детей старше 16 лет
Бумажные города,,121012915.0,54982058.2,художественный,«12+» для детей старше 12 лет
В поисках Немо 3D,,124002012.0,40995.0,анимационный,«0+» для любой зрительской аудитории
В сердце моря,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),121022515.0,317551575.3,художественный,«12+» для детей старше 12 лет
В следующий раз я буду стрелять в сердце,,121014615.0,1208016.5,художественный,«16+» для детей старше 16 лет
Васенин,,212017115.0,200367.0,документальный,«12+» для детей старше 12 лет
Ватиканские записи,,121014015.0,68935440.9,художественный,«16+» для детей старше 16 лет
Вверх,,124000909.0,33845.0,анимационный,Для любой зрительской аудитории
Вдали от обезумевшей толпы,Sat Feb 07 2015 00:00:00 GMT+0300 (MSK),121012015.0,13507424.3,художественный,«16+» для детей старше 16 лет
Ведьма,Fri Sep 04 2015 00:00:00 GMT+0300 (MSK),111002215.0,35252.5,художественный,«16+» для детей старше 16 лет
Век Адалин,,121007115.0,37297724.6,художественный,«16+» для детей старше 16 лет
Великая красота,Thu Oct 10 2013 00:00:00 GMT+0300 (MSK),121025513.0,2495200.0,художественный,«18+» запрещено для детей
Видения,Fri Oct 09 2015 00:00:00 GMT+0300 (MSK),121018215.0,16344980.5,художественный,«18+» запрещено для детей
Визит,,121015315.0,37021029.2,художественный,«16+» для детей старше 16 лет
Виктор Франкенштейн,,121022815.0,209287255.2,художественный,«16+» для детей старше 16 лет
Виктория,Fri Nov 06 2015 00:00:00 GMT+0300 (MSK),121010815.0,1791633.0,художественный,«18+» запрещено для детей
Виселица,,121013715.0,94940553.4,художественный,«16+» для детей старше 16 лет
Владение 18,,111002614.0,5220.0,художественный,«16+» для детей старше 16 лет
Вне времени,,121010915.0,4170249.0,художественный,«16+» для детей старше 16 лет
Вне/себя,,121015115.0,152759208.0,художественный,«16+» для детей старше 16 лет
Внутри Льюина Дэвиса,,121032513.0,5400.0,художественный,«16+» для детей старше 16 лет
Воин,Sat Jan 10 2015 00:00:00 GMT+0300 (MSK),111017315.0,196570288.4,художественный,«12+» для детей старше 12 лет
Война полов,,111016915.0,11298281.1,художественный,«16+» для детей старше 16 лет
Волна,Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),121024215.0,7196756.0,художественный,«16+» для детей старше 16 лет
Волчье логово,Mon Aug 10 2015 00:00:00 GMT+0300 (MSK),121018715.0,1048820.0,художественный,«18+» запрещено для детей
Волшебная страна,,124000515.0,1171085.6,анимационный,«6+» для детей старше шести лет
Волшебное королевство Щелкунчика,,124004515.0,228925.0,анимационный,«0+» для любой зрительской аудитории
Воспоминания о будущем,,121010515.0,886190.5,художественный,«16+» для детей старше 16 лет
Восхождение Юпитер,Sat May 02 2015 00:00:00 GMT+0300 (MSK),121000615.0,581522463.1,художественный,«12+» для детей старше 12 лет
Вот так подружка,Thu Jan 01 2015 00:00:00 GMT+0300 (MSK),121029314.0,606680.0,художественный,«16+» для детей старше 16 лет
Врата тьмы,,121018115.0,27972566.0,художественный,«16+» для детей старше 16 лет
Всё могу,,121022015.0,31954790.2,художественный,«16+» для детей старше 16 лет
Вселенная Стивена Хокинга,,121002415.0,39229270.6,художественный,«16+» для детей старше 16 лет
ВСТАВАЙ И БЕЙСЯ,,111008615.0,144040.0,художественный,«18+» запрещено для детей
Второй шанс,,121008615.0,7097694.5,художественный,«18+» запрещено для детей
Выживут только любовники,Sat Oct 04 2014 00:00:00 GMT+0300 (MSK),121004714.0,6720.0,художественный,«16+» для детей старше 16 лет
Вызов бездне 3D,,126005414.0,5683504.3,другой,«6+» для детей старше шести лет
Выхода нет,Sat Jan 10 2015 00:00:00 GMT+0300 (MSK),121019515.0,3350677.2,художественный,«18+» запрещено для детей
Вычислитель,,111023314.0,277475.0,художественный,«12+» для детей старше 12 лет
Гадкий я 2,,124001013.0,135215.5,анимационный,«0+» для любой зрительской аудитории
Газели,,121004815.0,264325.0,художественный,«16+» для детей старше 16 лет
Галапагосы: Зачарованные острова,Tue Jun 10 2014 00:00:00 GMT+0300 (MSK),126003414.0,208445.0,другой,«0+» для любой зрительской аудитории
Ганмен,,121011915.0,15102472.0,художественный,«18+» запрещено для детей
Геракл,,121013414.0,11950.0,художественный,«12+» для детей старше 12 лет
Главный,Mon Aug 10 2015 00:00:00 GMT+0300 (MSK),111003415.0,155765.0,художественный,«6+» для детей старше шести лет
Гладиаторы Рима,Tue Jul 02 2013 00:00:00 GMT+0300 (MSK),124004012.0,129130.0,анимационный,«0+» для любой зрительской аудитории
Гнев,Thu Dec 03 2015 00:00:00 GMT+0300 (MSK),121003315.0,9766186.5,художественный,«16+» для детей старше 16 лет
Гнездо дракона,Fri Sep 04 2015 00:00:00 GMT+0300 (MSK),124001615.0,21495093.0,анимационный,«12+» для детей старше 12 лет
Головоломка,,124002315.0,963381501.0,анимационный,«6+» для детей старше шести лет
Голодные игры: Сойка-пересмешница. Часть I,,121026414.0,896536.0,художественный,«12+» для детей старше 12 лет
Голодные игры: Сойка-пересмешница. Часть II,,121022415.0,666215961.4,художественный,«16+» для детей старше 16 лет
Голос улиц,Fri Dec 11 2015 00:00:00 GMT+0300 (MSK),121021615.0,8158189.8,художественный,«18+» запрещено для детей
"Голубь сидел на ветке, размышляя о жизни",Sat Feb 07 2015 00:00:00 GMT+0300 (MSK),121013215.0,4565778.0,художественный,«18+» запрещено для детей
Голые перцы,,121028414.0,21446204.8,художественный,«18+» запрещено для детей
Гордость,,121017015.0,1680757.0,художественный,«18+» запрещено для детей
Город героев,,124002714.0,1197514.0,анимационный,«6+» для детей старше шести лет
Город монстров,Fri Dec 11 2015 00:00:00 GMT+0300 (MSK),121021515.0,8137510.5,художественный,«18+» запрещено для детей
Гороскоп на удачу,,111011215.0,51862014.2,художественный,«12+» для детей старше 12 лет
Горько!2,,111009414.0,122915.0,художественный,«16+» для детей старше 16 лет
Гость,Sat May 02 2015 00:00:00 GMT+0300 (MSK),121001015.0,130730.0,художественный,«18+» запрещено для детей
Губка Боб в 3D,Wed Dec 02 2015 00:00:00 GMT+0300 (MSK),124000415.0,541543907.5,анимационный,«6+» для детей старше шести лет
Да и да,Thu Dec 03 2015 00:00:00 GMT+0300 (MSK),111006214.0,3066962.0,художественный,«18+» запрещено для детей
Дабл трабл,,111009215.0,19644751.3,художественный,«12+» для детей старше 12 лет
Давлят-4,,211008615.0,157156.0,художественный,«12+» для детей старше 12 лет
Далласский клуб покупателей,,121002514.0,957850.0,художественный,«18+» запрещено для детей
Дальняя дорога,,121006015.0,16184128.2,художественный,«16+» для детей старше 16 лет
Дама в очках и с ружьем в автомобиле,,121021115.0,1652357.0,художественный,«16+» для детей старше 16 лет
"Два дня, одна ночь",Wed Sep 10 2014 00:00:00 GMT+0300 (MSK),121019814.0,24845.0,художественный,«16+» для детей старше 16 лет
Две женщины,,111013714.0,4711889.5,художественный,«12+» для детей старше 12 лет
Двойная игра,,121018915.0,156111.0,художественный,«18+» запрещено для детей
Девушка без комплексов,Fri Oct 09 2015 00:00:00 GMT+0300 (MSK),121012715.0,50595110.9,художественный,«18+» запрещено для детей
Дедушка моей мечты,,111007714.0,6277746.2,художественный,«12+» для детей старше 12 лет
Декамерон,,121018515.0,2096468.5,художественный,«16+» для детей старше 16 лет
Демоны Деборы Логан,,121009315.0,9567373.0,художественный,«18+» запрещено для детей
Демоны Джун,,121021315.0,2281834.0,художественный,«16+» для детей старше 16 лет
День Дурака,,111009314.0,94385.0,художественный,«16+» для детей старше 16 лет
Дети 90-х,Fri Dec 11 2015 00:00:00 GMT+0300 (MSK),211052515.0,2525576.0,художественный,«16+» для детей старше 16 лет
Джастин и рыцари доблести,,124003213.0,266013.0,анимационный,«0+» для любой зрительской аудитории
Джеки в царстве женщин,,121009915.0,4402502.5,художественный,«18+» запрещено для детей
Джентльмен грабитель,Sun Jul 05 2015 00:00:00 GMT+0300 (MSK),121008315.0,2164404.5,художественный,«18+» запрещено для детей
Джон Уик,Thu Jan 01 2015 00:00:00 GMT+0300 (MSK),121026514.0,163426793.1,художественный,«18+» запрещено для детей
"Дивергент, глава 2: Инсургент",,121004615.0,490160692.4,художественный,«12+» для детей старше 12 лет
Дикая,Fri Sep 04 2015 00:00:00 GMT+0300 (MSK),121005915.0,13078460.5,художественный,«18+» запрещено для детей
Дикие истории,,121029414.0,23709687.6,художественный,«18+» запрещено для детей
Диор и я,Sun May 03 2015 00:00:00 GMT+0300 (MSK),126000415.0,1395572.5,другой,«16+» для детей старше 16 лет
Дипан,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),121024315.0,350777.0,художественный,«16+» для детей старше 16 лет
Дневник горничной,,121011215.0,1744835.0,художественный,«16+» для детей старше 16 лет
Дневник мамы первоклассника,,111005114.0,296754.0,художественный,«0+» для любой зрительской аудитории
Добро пожаловать в рай,,121007515.0,7004030.7,художественный,«18+» запрещено для детей
Дом,,124000915.0,828867182.3,анимационный,«6+» для детей старше шести лет
Дом в конце времен,,121010715.0,2362304.1,художественный,«16+» для детей старше 16 лет
Домик в сердце,Wed Dec 02 2015 00:00:00 GMT+0300 (MSK),211051214.0,1307621.0,художественный,«12+» для детей старше 12 лет
Дорога без конца,,111015114.0,35560.0,художественный,«16+» для детей старше 16 лет
Дорога на Берлин,Sun Jul 05 2015 00:00:00 GMT+0300 (MSK),111001315.0,22690690.0,художественный,«12+» для детей старше 12 лет
Дороги,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),211052514.0,4830608.6,художественный,«16+» для детей старше 16 лет
Драйвер на ночь,Mon Apr 06 2015 00:00:00 GMT+0300 (MSK),121012115.0,2576074.5,художественный,«18+» запрещено для детей
Другая Бовари,Sun Jul 05 2015 00:00:00 GMT+0300 (MSK),121009415.0,3449486.0,художественный,«16+» для детей старше 16 лет
Дурак,Wed Nov 12 2014 00:00:00 GMT+0300 (MSK),111008414.0,227225.0,художественный,«16+» для детей старше 16 лет
Духless 2,Sun May 03 2015 00:00:00 GMT+0300 (MSK),111000415.0,446163511.0,художественный,«16+» для детей старше 16 лет
Душа шпиона,Mon Aug 10 2015 00:00:00 GMT+0300 (MSK),111001515.0,1400800.0,художественный,«16+» для детей старше 16 лет
Дуэль: Пушкин - Лермонтов,,211028414.0,95126.0,художественный,«12+» для детей старше 12 лет
Единичка,Fri Nov 06 2015 00:00:00 GMT+0300 (MSK),111004515.0,2077619.5,художественный,«12+» для детей старше 12 лет
Ёлки 1914,,111023014.0,425940822.0,художественный,«6+» для детей старше шести лет
Ёлки 3,,111009713.0,108125.0,художественный,«6+» для детей старше шести лет
Ёлки лохматые,,111023114.0,121017288.8,художественный,«6+» для детей старше шести лет
Еще один год,,111001714.0,3587610.0,художественный,«16+» для детей старше 16 лет
Женщина в черном 2: Ангел смерти,,121000115.0,109144772.1,художественный,«16+» для детей старше 16 лет
Женщины против мужчин,Wed Feb 04 2015 00:00:00 GMT+0300 (MSK),111002415.0,126144353.6,художественный,«18+» запрещено для детей
Жертвуя пешкой,,121023215.0,7940691.4,художественный,«16+» для детей старше 16 лет
Живи,,111029914.0,18160.0,художественный,«16+» для детей старше 16 лет
За тридевять земель,,124001614.0,124925.0,анимационный,«0+» для любой зрительской аудитории
Зажигая звёзды,,121008215.0,422271.0,художественный,«16+» для детей старше 16 лет
Заложница 3,,121028714.0,171633351.8,художественный,«16+» для детей старше 16 лет
Зачистка,Sat Feb 07 2015 00:00:00 GMT+0300 (MSK),121010415.0,109320.0,художественный,«18+» запрещено для детей
Звезда,Sat Apr 12 2014 00:00:00 GMT+0300 (MSK),111010314.0,250420.5,художественный,«16+» для детей старше 16 лет
Звездная карта,,121029014.0,122790.0,художественный,«18+» запрещено для детей
Звёздные войны: Пробуждение силы,,121024915.0,1223604576.4,художественный,«12+» для детей старше 12 лет
Звериный отряд,,124000115.0,2217391.5,анимационный,«0+» для любой зрительской аудитории
Здорово и вечно,Mon Aug 11 2014 00:00:00 GMT+0300 (MSK),217018814.0,569800.0,другой,«16+» для детей старше 16 лет
Зеленая карета,,111009715.0,2310871.1,художественный,«16+» для детей старше 16 лет
Зеленая планета,Sun May 03 2015 00:00:00 GMT+0300 (MSK),126000515.0,737864.0,другой,«0+» для любой зрительской аудитории
Зеленый ад,Mon May 11 2015 00:00:00 GMT+0300 (MSK),121016214.0,2569090.0,художественный,«18+» запрещено для детей
Земля будущего,,121010215.0,353599842.0,художественный,«12+» для детей старше 12 лет
Золотой мальчик,Sat Feb 07 2015 00:00:00 GMT+0300 (MSK),121005515.0,503886.5,художественный,«16+» для детей старше 16 лет
Золушка,Wed Jun 03 2015 00:00:00 GMT+0300 (MSK),121003615.0,528701687.7,художественный,«6+» для детей старше шести лет
Иван Царевич и Серый Волк 2,,111014613.0,254617.0,художественный,«0+» для любой зрительской аудитории
Игра в имитацию,Sat May 02 2015 00:00:00 GMT+0300 (MSK),121001415.0,143760455.2,художественный,«16+» для детей старше 16 лет
Игра на выживание,Sun Jul 05 2015 00:00:00 GMT+0300 (MSK),121009515.0,9358511.3,художественный,«18+» запрещено для детей
Игрок,,121000215.0,68561037.3,художественный,«18+» запрещено для детей
Идеальный голос 2,,121006415.0,8882107.4,художественный,«16+» для детей старше 16 лет
Иерей-сан. Исповедь самурая,,111019315.0,10819709.3,художественный,«16+» для детей старше 16 лет
Из темноты,,121007915.0,3481913.6,художественный,«18+» запрещено для детей
Излечить страх,,111004915.0,4914217.9,художественный,«16+» для детей старше 16 лет
Инородное тело,,121016814.0,319937.5,художественный,«16+» для детей старше 16 лет
Интерстеллар,Wed Jun 11 2014 00:00:00 GMT+0300 (MSK),121023814.0,9190783.0,художественный,«12+» для детей старше 12 лет
Инфекция,Mon Mar 09 2015 00:00:00 GMT+0300 (MSK),121017815.0,1631954.0,художественный,«18+» запрещено для детей
Инфекция: Фаза 2,Mon May 11 2015 00:00:00 GMT+0300 (MSK),121020615.0,1280882.0,художественный,«18+» запрещено для детей
Иррациональный человек,,121015515.0,43061507.8,художественный,«18+» запрещено для детей
Искатель воды,Wed Feb 04 2015 00:00:00 GMT+0300 (MSK),121005115.0,33247568.7,художественный,«16+» для детей старше 16 лет
История игрушек: Большой побег,,124000410.0,16524.0,анимационный,Для любой зрительской аудитории
Исход: Цари и боги,Thu Jan 01 2015 00:00:00 GMT+0300 (MSK),121028514.0,970276839.8,художественный,«12+» для детей старше 12 лет
Исчезновение Элеанор Ригби,Sat Apr 12 2014 00:00:00 GMT+0300 (MSK),121027614.0,468052.5,художественный,«16+» для детей старше 16 лет
Исчезнувшая,Mon Feb 10 2014 00:00:00 GMT+0300 (MSK),121021014.0,822023.0,художественный,«18+» запрещено для детей
Каждое воскресенье: Следующая глава,,126001415.0,178848.0,другой,«12+» для детей старше 12 лет
Как заниматься любовью по-английски,,121015615.0,19655520.1,художественный,«18+» запрещено для детей
Как изменить мир,,226014715.0,158380.0,другой,«16+» для детей старше 16 лет
Как меня зовут,,111014814.0,180108.0,художественный,«18+» запрещено для детей
Как поймать монстра,Fri Sep 04 2015 00:00:00 GMT+0300 (MSK),121007415.0,1059238.5,художественный,«18+» запрещено для детей
Как приручить дракона 2,Sat Dec 06 2014 00:00:00 GMT+0300 (MSK),124001514.0,60740.0,анимационный,«0+» для любой зрительской аудитории
Каникулы,,121015815.0,296651399.0,художественный,«18+» запрещено для детей
Каникулы маленького Николя,,121025614.0,14800.0,художественный,«6+» для детей старше шести лет
"Кинодетство Алиса знает, что делать! Зеленая месть",Sat Jan 10 2015 00:00:00 GMT+0300 (MSK),114002215.0,1032799.0,анимационный,«6+» для детей старше шести лет
"КД: Вверх ногами, или Где-то в том лесу",,114001315.0,247375.0,анимационный,«6+» для детей старше шести лет
КД: День медведя,,214019814.0,180751.0,анимационный,«6+» для детей старше шести лет
КД: Из жизни ИНопланетЯН,,214002415.0,112012.0,анимационный,«0+» для любой зрительской аудитории
КД: Королевство М+,,214020715.0,111728.0,анимационный,«6+» для детей старше шести лет
КД: Маша и медведь. Героями не рождаются. Новые эпизоды,,214014314.0,815558.5,анимационный,«0+» для любой зрительской аудитории
КД: Маша и медведь. Запутанные истории,Tue Apr 07 2015 00:00:00 GMT+0300 (MSK),214013015.0,1397028.0,анимационный,«0+» для любой зрительской аудитории
КД: Маша и медведь. Как хорошо мы подружились,,214037815.0,43369.0,анимационный,«0+» для любой зрительской аудитории
КД: Микрополис,Wed Dec 02 2015 00:00:00 GMT+0300 (MSK),214002615.0,472256.5,анимационный,«0+» для любой зрительской аудитории
Кинодетство: Мультипотам,Mon Jun 09 2014 00:00:00 GMT+0300 (MSK),214012814.0,167947.0,анимационный,«0+» для любой зрительской аудитории
КД: Необыкновенные приключения Карика и Вали_.,,214002515.0,550276.0,анимационный,«0+» для любой зрительской аудитории
КД: Приключения Петрушки и его друзей,Thu Jan 08 2015 00:00:00 GMT+0300 (MSK),214014715.0,240647.0,анимационный,«0+» для любой зрительской аудитории
КиноДетство: Про лысую принцессу,Mon Jun 09 2014 00:00:00 GMT+0300 (MSK),214013114.0,8970.0,анимационный,«0+» для любой зрительской аудитории
КД: Про меня,,214013214.0,17930.0,анимационный,«0+» для любой зрительской аудитории
"КиноДетство: Тише, бабушка спит.",,214019714.0,15489.0,анимационный,«6+» для детей старше шести лет
Кибер,,121028914.0,45591475.9,художественный,«18+» запрещено для детей
Кино-Деликатесы. Альманах,,121002815.0,785030.0,художественный,«18+» запрещено для детей
Клетка,,111015314.0,954210.5,художественный,«16+» для детей старше 16 лет
Клинч,,111012015.0,371118.0,художественный,«16+» для детей старше 16 лет
Клуб Винкс: Тайна морской бездны,Mon Feb 10 2014 00:00:00 GMT+0300 (MSK),124002514.0,469155.0,анимационный,«0+» для любой зрительской аудитории
Книга жизни,,124000615.0,60663785.8,анимационный,«6+» для детей старше шести лет
Кокоша – маленький дракон,,124002615.0,7562757.5,анимационный,«0+» для любой зрительской аудитории
Конец прекрасной эпохи,Sat Jan 10 2015 00:00:00 GMT+0300 (MSK),111009915.0,14684508.5,художественный,«16+» для детей старше 16 лет
Континуум,,121000315.0,94950250.8,художественный,«16+» для детей старше 16 лет
Король сафари,,124001814.0,524725.0,анимационный,«0+» для любой зрительской аудитории
Короткие истории о любви 2,Wed Dec 02 2015 00:00:00 GMT+0300 (MSK),121002615.0,1429859.0,художественный,«18+» запрещено для детей
"Короткометражные фильмы, номинированные на ""Оскар"" - 2015. Анимация. OSCAR SHORTS 2015. АНИМАЦИЯ",Fri Sep 04 2015 00:00:00 GMT+0300 (MSK),124001815.0,268600.0,анимационный,«12+» для детей старше 12 лет
Корпорация монстров 3D,,124004112.0,23876.0,анимационный,«6+» для детей старше шести лет
Костяной томагавк,Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),121024415.0,4384909.0,художественный,«18+» запрещено для детей
Косухи,Fri Sep 04 2015 00:00:00 GMT+0300 (MSK),111014113.0,33900.0,художественный,«18+» запрещено для детей
Кот Гром и заколдованный дом,Tue Aug 05 2014 00:00:00 GMT+0300 (MSK),124001014.0,136410.0,анимационный,«0+» для любой зрительской аудитории
Красная армия,,121017615.0,353788.5,художественный,«16+» для детей старше 16 лет
Красотки в бегах,Fri Nov 06 2015 00:00:00 GMT+0300 (MSK),121011415.0,93990964.1,художественный,«16+» для детей старше 16 лет
Крепость: щитом и мечом,,114003015.0,72076756.5,анимационный,«6+» для детей старше шести лет
Кровавая леди Батори,,111001015.0,56505055.6,художественный,«16+» для детей старше 16 лет
Крутые яйца,,124003715.0,9114660.8,анимационный,«6+» для детей старше шести лет
Кто там,Fri Dec 11 2015 00:00:00 GMT+0300 (MSK),121021915.0,30665045.4,художественный,«18+» запрещено для детей
Кто я,,121015015.0,19797405.6,художественный,«18+» запрещено для детей
Кунг-фу Кролик: Повелитель огня,,124002915.0,35991495.5,анимационный,«6+» для детей старше шести лет
Кутис,,121018415.0,13196732.8,художественный,«18+» запрещено для детей
Левиафан,Sat May 02 2015 00:00:00 GMT+0300 (MSK),111009714.0,88120041.1,художественный,«18+» запрещено для детей
Левша,,121014715.0,72685824.6,художественный,«18+» запрещено для детей
Легенда,Sat Jan 10 2015 00:00:00 GMT+0300 (MSK),121019915.0,133722561.4,художественный,«18+» запрещено для детей
Ледяной лес,,121004715.0,1716637.0,художественный,«16+» для детей старше 16 лет
Лесной патруль,,124001114.0,659348.0,анимационный,«0+» для любой зрительской аудитории
Лицо ангела,,121013115.0,744870.5,художественный,«18+» запрещено для детей
Лондонские каникулы,,121011515.0,4320694.6,художественный,«16+» для детей старше 16 лет
Лофт,Sat May 02 2015 00:00:00 GMT+0300 (MSK),121000715.0,36862561.1,художественный,«18+» запрещено для детей
Лучшее во мне,,121024514.0,600.0,художественный,«12+» для детей старше 12 лет
Любит не любит,Sat Apr 12 2014 00:00:00 GMT+0300 (MSK),111014614.0,220590.0,художественный,«16+» для детей старше 16 лет
Любите Куперов,Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),121024715.0,24286221.4,художественный,«16+» для детей старше 16 лет
Любовь без обязательств,Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),121023015.0,1842804.0,художественный,«18+» запрещено для детей
Любовь вразнос,,121014115.0,11516459.3,художественный,«16+» для детей старше 16 лет
Любовь или секс,,121005615.0,78970.0,художественный,«18+» запрещено для детей
Любовь от всех болезней,,121019114.0,575100.0,художественный,«16+» для детей старше 16 лет
Ма Ма,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),121024115.0,1898278.5,художественный,«18+» запрещено для детей
Магия лунного света,,121020814.0,3242065.5,художественный,«12+» для детей старше 12 лет
Макбет,,121023415.0,35557541.1,художественный,«16+» для детей старше 16 лет
Маленький принц,,124004115.0,67453946.6,анимационный,«6+» для детей старше шести лет
Малефисента,,121007314.0,165890.0,художественный,«12+» для детей старше 12 лет
Мама дарагая!,,211027114.0,7220842.8,художественный,«16+» для детей старше 16 лет
