title,release_date_uais,magic_number,profit_uais,type_uais,age_restriction
Наследники (2015),Mon May 11 2015 00:00:00 GMT+0300 (MSK),111018515.0,19240.0,Кино,«16+» для детей старше 16 лет
"Варвара-краса, длинная коса_",,211043415.0,4570.0,Видео,«0+» для любой зрительской аудитории
Вечера на хуторе близ Диканьки_,,211043515.0,1720.0,Видео,«6+» для детей старше шести лет
Волшебный будильник деда Мороза,,111023514.0,17990.0,Кино,«0+» для любой зрительской аудитории
ОХРАНА,,111001115.0,310738.0,Кино,«16+» для детей старше 16 лет
Эликсир.,,111005115.0,172221.0,Кино,«16+» для детей старше 16 лет
Самый Лучший День,,111017815.0,485651451.7,Кино,«16+» для детей старше 16 лет
Вовка в тридевятом царстве,,114006504.0,272.0,Кино,Для любой зрительской аудитории
Мустанг (2015),,121020715.0,22220.0,Кино,«16+» для детей старше 16 лет
Инфекция: Фаза 2,Mon May 11 2015 00:00:00 GMT+0300 (MSK),121020615.0,1500.0,Кино,«18+» запрещено для детей
Паранормальное явление 5: Призраки в 3 D,,121020915.0,1100.0,Кино,«18+» запрещено для детей
Битва с экстрасенсами,,111011315.0,6000.0,Кино,«12+» для детей старше 12 лет
Вне/себя,,121015115.0,19860.0,Кино,«16+» для детей старше 16 лет
Где я его видел?,,114006604.0,35040.0,Кино,Для любой зрительской аудитории
Скауты против зомби,,121020815.0,950.0,Кино,«18+» запрещено для детей
Морошка,,214026415.0,5360.0,Видео,«0+» для любой зрительской аудитории
МУЛЬТ в кино. Выпуск № 24,Thu Jun 02 2016 00:00:00 GMT+0300 (MSK),114000116.0,2804263.0,Кино,«0+» для любой зрительской аудитории
Макбет (2015),,121023415.0,1654887.5,Кино,«16+» для детей старше 16 лет
ПРАЗДНИК.,,214036215.0,7515.0,Видео,«6+» для детей старше шести лет
НЕВИДИМЫЙ СЛОН,,214036015.0,3500.0,Видео,«6+» для детей старше шести лет
Снупи и мелочь пузатая в кино,,224001016.0,250.0,Кино,«0+» для любой зрительской аудитории
Снупи и мелочь пузатая в кино,,124004315.0,52419256.99,Кино,«0+» для любой зрительской аудитории
Тронутые (2014),,121024815.0,991582.0,Кино,«18+» запрещено для детей
Звёздные войны: Пробуждение силы,,121024915.0,435256849.1,Кино,«12+» для детей старше 12 лет
Хара дьай (Нечисть),Thu Dec 01 2016 00:00:00 GMT+0300 (MSK),211000516.0,990247.0,Видео,«16+» для детей старше 16 лет
Питон и сторож,,214036415.0,4580.0,Видео,«6+» для детей старше шести лет
Рюдзо и семеро бойцов,,121023115.0,2000.0,Кино,«16+» для детей старше 16 лет
Стив Джобс,Fri Jan 01 2016 00:00:00 GMT+0300 (MSK),121023315.0,24463057.19,Кино,«18+» запрещено для детей
Крампус,Fri Jan 01 2016 00:00:00 GMT+0300 (MSK),121023515.0,67152618.68,Кино,«16+» для детей старше 16 лет
Убийца (2015),,121023715.0,94320.0,Кино,«18+» запрещено для детей
Хороший динозавр. Санджай и его команда,,124004015.0,1584642.0,Кино,«12+» для детей старше 12 лет
БОСОНОГИЙ ГАРНИЗОН,,212040615.0,200.0,Видео,«6+» для детей старше шести лет
Телохранитель (2015),,121025615.0,1077536.96,Кино,«16+» для детей старше 16 лет
Ужастики,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),121024015.0,126700.0,Кино,«12+» для детей старше 12 лет
МУЛЬТ в кино. Выпуск № 19,,114003415.0,1320.0,Кино,«0+» для любой зрительской аудитории
Муммуттар (Заблудившиеся),,211050215.0,17600.0,Видео,«12+» для детей старше 12 лет
Страна Оз,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),111019415.0,1066847.5,Кино,«16+» для детей старше 16 лет
Снежная битва,Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),124004215.0,983075.0,Кино,«6+» для детей старше шести лет
Ма Ма,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),121024115.0,253547.0,Кино,«18+» запрещено для детей
Дипан,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),121024315.0,4900.0,Кино,«16+» для детей старше 16 лет
Реальная цена моды,Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),126003515.0,79500.0,Кино,«16+» для детей старше 16 лет
Голоса большой страны,Fri Jul 01 2016 00:00:00 GMT+0300 (MSK),111021015.0,18645525.66,Кино,«6+» для детей старше шести лет
Тайна Снежной королевы,,111021615.0,1434072.5,Кино,«6+» для детей старше шести лет
МУЛЬТ в кино. Выпуск № 22,Thu Sep 01 2016 00:00:00 GMT+0300 (MSK),114003915.0,4769410.83,Кино,«0+» для любой зрительской аудитории
Ветки,,211055115.0,77300.0,Видео,«18+» запрещено для детей
"Здравствуй, папа, Новый год",,221017616.0,101700.0,Кино,«16+» для детей старше 16 лет
"Здравствуй, папа, Новый год",Fri Jul 01 2016 00:00:00 GMT+0300 (MSK),121025115.0,137409029.8,Кино,«16+» для детей старше 16 лет
Маша и медведь. Как хорошо мы подружились!,,214037815.0,266629.0,Видео,«0+» для любой зрительской аудитории
Выживший (2015),Fri Jul 01 2016 00:00:00 GMT+0300 (MSK),121026215.0,1006737153.0,Кино,«18+» запрещено для детей
Джой (2015),,121026315.0,36408445.16,Кино,«16+» для детей старше 16 лет
Лучшие итальянские короткометражки,,126003815.0,327836.0,Кино,«16+» для детей старше 16 лет
Сборник короткометражных чёрных комедий - 2,,126003715.0,1029893.5,Кино,«18+» запрещено для детей
Рождественская ночь в Барселоне,,121025315.0,1557348.0,Кино,«18+» запрещено для детей
Арми жива!,,221049715.0,10300.0,Видео,«16+» для детей старше 16 лет
Последний обряд,,121000816.0,9378604.4,Кино,«18+» запрещено для детей
Дедушка легкого поведения,,121000716.0,281191448.3,Видео,«18+» запрещено для детей
Игра на понижение,,121000616.0,87902451.41,Кино,«18+» запрещено для детей
Кукла (2016),,121001216.0,66361446.23,Кино,«16+» для детей старше 16 лет
Зачетный препод 2,,121001116.0,22021383.71,Кино,«16+» для детей старше 16 лет
Крякнутые каникулы,,114003615.0,69693747.93,Кино,«6+» для детей старше шести лет
"Поросёнок: фильм 4, фильм 5, фильм 6, фильм 7",,214000116.0,2980.0,Видео,«0+» для любой зрительской аудитории
Парижская мечта,,121001616.0,62300.0,Кино,«16+» для детей старше 16 лет
Городские птички.,,111000216.0,355567.0,Кино,«16+» для детей старше 16 лет
Память осени,,111000516.0,58500.0,Кино,«16+» для детей старше 16 лет
Герой (2015),,111000416.0,81430626.82,Кино,«12+» для детей старше 12 лет
Римские свидания,Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),121001916.0,9381926.11,Кино,«16+» для детей старше 16 лет
Тайна в их глазах,,121022115.0,200.0,Кино,«16+» для детей старше 16 лет
Жертвуя пешкой,,121023215.0,342950.0,Кино,«16+» для детей старше 16 лет
АПТААХ ДОР5ООН (Волшебное звучание),,211060815.0,59340.0,Видео,«6+» для детей старше шести лет
Отражение_,,211056915.0,6200.0,Видео,«16+» для детей старше 16 лет
Богатырша,Fri Jan 01 2016 00:00:00 GMT+0300 (MSK),114003715.0,38334497.27,Кино,«6+» для детей старше шести лет
5-я волна,,121000116.0,249059512.8,Кино,«16+» для детей старше 16 лет
И грянул шторм,,121000216.0,217170923.9,Кино,«16+» для детей старше 16 лет
Ян Карский - Праведник мира,Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),212044315.0,350827.0,Видео,«16+» для детей старше 16 лет
Любите Куперов,Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),121024715.0,384630.5,Кино,«16+» для детей старше 16 лет
День выборов 2,,111020415.0,301074873.8,Кино,«12+» для детей старше 12 лет
Я-Учитель,,111019715.0,1550.0,Кино,«12+» для детей старше 12 лет
Параллели,,211055715.0,6400.0,Кино,«16+» для детей старше 16 лет
Завтрак у папы,,111020215.0,70790954.1,Кино,«12+» для детей старше 12 лет
Кровь моей крови,,121000316.0,550965.5,Кино,«16+» для детей старше 16 лет
Агенты А.Н.К.Л.,,221000816.0,700.0,Видео,«16+» для детей старше 16 лет
УРОКИ ВЫЖИВАНИЯ,,111020715.0,2905469.51,Кино,«6+» для детей старше шести лет
Невероятная тайна Лулу,Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),224010815.0,156402.0,Видео,«6+» для детей старше шести лет
МУЛЬТ в кино. Выпуск № 21,,114003815.0,3776624.5,Кино,«0+» для любой зрительской аудитории
Омерзительная восьмерка (2015),Fri Jan 01 2016 00:00:00 GMT+0300 (MSK),121026515.0,389144352.5,Кино,«18+» запрещено для детей
Мученицы (2015),Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),121000416.0,5872718.3,Кино,«18+» запрещено для детей
Сборник лучших короткометражных фильмов,,126000116.0,596373.0,Кино,«18+» запрещено для детей
Байкальские каникулы,,211050315.0,124240.0,Видео,«6+» для детей старше шести лет
"Статус: ""Свободен""",,111000116.0,153030013.4,Кино,«16+» для детей старше 16 лет
Большой Вавилон,Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),126000316.0,812581.0,Кино,«16+» для детей старше 16 лет
В активном поиске (2016),Wed Nov 02 2016 00:00:00 GMT+0300 (MSK),121001816.0,152013302.9,Кино,«18+» запрещено для детей
Проект: Панацея,,211061815.0,28480.0,Видео,«16+» для детей старше 16 лет
"Столетний старик, который вылез в окно и исчез",,221041715.0,2800.0,Видео,«18+» запрещено для детей
Ни минуты покоя,Mon May 11 2015 00:00:00 GMT+0300 (MSK),121021815.0,14050.0,Кино,«16+» для детей старше 16 лет
Сэржэм,,211060715.0,446470.0,Видео,«16+» для детей старше 16 лет
Кунг-фу Панда 3,,224002316.0,750.0,Кино,«6+» для детей старше шести лет
Кунг-фу Панда 3,,124000116.0,824916025.1,Кино,«6+» для детей старше шести лет
Я нарисую солнце,,214033515.0,322.0,Видео,«0+» для любой зрительской аудитории
МУЛЬТ в кино. Выпуск № 17,,114003115.0,5480.0,Кино,«0+» для любой зрительской аудитории
Первая Мировая война WWI,,111000716.0,87810.0,Кино,«12+» для детей старше 12 лет
Чудесное путешествие Нильса с дикими гусями. 1 серия,,221045315.0,8530.0,Видео,«6+» для детей старше шести лет
Чудесное путешествие Нильса с дикими гусями. 2 серия,,221045415.0,5910.0,Видео,«6+» для детей старше шести лет
По небу босиком,,111019115.0,4813296.0,Кино,«16+» для детей старше 16 лет
Принцип Талиона,,111019015.0,11300.0,Кино,«16+» для детей старше 16 лет
Холодный Фронт,,111019815.0,2525662.3,Кино,«18+» запрещено для детей
Омерзительная восьмерка,Fri Jan 01 2016 00:00:00 GMT+0300 (MSK),121026015.0,9585014.0,Кино,«18+» запрещено для детей
Инсайт (2015),Mon Jul 04 2016 00:00:00 GMT+0300 (MSK),111021315.0,100805.0,Кино,«16+» для детей старше 16 лет
Левша.,,11402302.0,1000.0,Кино,Для любой зрительской аудитории
Кот в сапогах   .,,11404703.0,540.0,Кино,Для любой зрительской аудитории
Лягушка-путешественница,,11405703.0,1350.0,Кино,Для любой зрительской аудитории
Реванш из преисподней,,211052115.0,86400.0,Видео,«16+» для детей старше 16 лет
Второе счастье или кино за 40 часов,,211050815.0,36840.0,Видео,«16+» для детей старше 16 лет
Воин духа.,,211051415.0,6100.0,Видео,«12+» для детей старше 12 лет
В сердце моря,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),121022515.0,1384697.0,Кино,«12+» для детей старше 12 лет
Иерей-Сан. Исповедь самурая,,111019315.0,192105.0,Кино,«16+» для детей старше 16 лет
Дети 90-х,Fri Dec 11 2015 00:00:00 GMT+0300 (MSK),211052515.0,4800.0,Видео,«16+» для детей старше 16 лет
Виктор Франкенштейн,,221015616.0,1075.0,Кино,«16+» для детей старше 16 лет
Смешарики. Легенда о золотом драконе,,114002815.0,242403434.6,Кино,«6+» для детей старше шести лет
Спасение (2015),,121025915.0,40080.0,Кино,«18+» запрещено для детей
Волшебное королевство Щелкунчика,,124004515.0,9487108.99,Кино,«0+» для любой зрительской аудитории
Семейные хлопоты,Mon Oct 03 2016 00:00:00 GMT+0300 (MSK),211059015.0,276634.0,Видео,«12+» для детей старше 12 лет
TheatreHD: Двенадцатая ночь,,127900114.0,584075.0,кино,«16+» для детей старше 16 лет
Любовь без обязательств,Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),121023015.0,80600.0,Кино,«18+» запрещено для детей
Костяной томагавк,Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),121024415.0,82675.0,Кино,«18+» запрещено для детей
45 лет,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),121023915.0,91130.0,Кино,«16+» для детей старше 16 лет
Аргентина,,126003315.0,48650.0,Кино,«6+» для детей старше шести лет
"Ближе, чем кажется",,111020015.0,42176.0,Кино,«12+» для детей старше 12 лет
Бабоньки,,111020115.0,220536.51,Кино,«16+» для детей старше 16 лет
Новые приключения Аладдина,Wed Nov 02 2016 00:00:00 GMT+0300 (MSK),121000516.0,18435638.58,Кино,«12+» для детей старше 12 лет
TheatreHD: Человек и сверхчеловек,,127900515.0,407720.0,кино,«16+» для детей старше 16 лет
Кот и заколдованный дом 4D,,224011115.0,301640.0,Видео,«6+» для детей старше шести лет
Сказка о глупом муже,,214028215.0,735.0,Видео,«0+» для любой зрительской аудитории
Чемпионы: Быстрее. Выше. Сильнее,,111021115.0,168688859.1,Кино,«6+» для детей старше шести лет
TheatreHD: Волшебная флейта,,12700023.0,200100.0,кино ,«16+» для детей старше 16 лет
МУЛЬТ в кино. Выпуск № 18,,114003215.0,1320.0,Кино,«0+» для любой зрительской аудитории
Кто там,Fri Dec 11 2015 00:00:00 GMT+0300 (MSK),121021915.0,36300.0,Кино,«18+» запрещено для детей
Скорость: Автобус 657,Fri Dec 11 2015 00:00:00 GMT+0300 (MSK),121022915.0,900.0,Кино,«18+» запрещено для детей
Шеф Адам Джонс,Fri Dec 11 2015 00:00:00 GMT+0300 (MSK),121022715.0,159100.0,Кино,«18+» запрещено для детей
Маленький принц (2015),,124004115.0,108609566.4,Кино,«6+» для детей старше шести лет
МУЛЬТ в кино. Выпуск № 20,Sat Dec 12 2015 00:00:00 GMT+0300 (MSK),114003515.0,28285.0,Кино,«0+» для любой зрительской аудитории
30 свиданий,Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),111020815.0,85405423.61,Кино,«16+» для детей старше 16 лет
Голодные игры: Сойка-пересмешница. Часть 2,,121022415.0,437550.0,Кино,«16+» для детей старше 16 лет
Все могу,,121022015.0,64950.0,Кино,«16+» для детей старше 16 лет
Млечный путь (2015),Fri Jan 01 2016 00:00:00 GMT+0300 (MSK),111018915.0,57403543.48,Кино,«12+» для детей старше 12 лет
Виктор Франкенштейн,,121022815.0,307530.0,Кино,«16+» для детей старше 16 лет
Superнянь 2,Thu Mar 12 2015 00:00:00 GMT+0300 (MSK),121023815.0,182700.0,Кино,«16+» для детей старше 16 лет
МУЛЬТ в кино. Выпуск № 23,,114004015.0,2243108.96,Кино,«0+» для любой зрительской аудитории
Иван Царевич и Серый Волк 3,Fri Jan 01 2016 00:00:00 GMT+0300 (MSK),114004115.0,704928216.0,Кино,«6+» для детей старше шести лет
Театр призраков,Wed Nov 02 2016 00:00:00 GMT+0300 (MSK),121025415.0,501467.0,Кино,«18+» запрещено для детей
ПОБЕГ ЗА МЕЧТОЙ,Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),111020915.0,86190.0,Кино,«16+» для детей старше 16 лет
Арктика Великая. Часть вторая. Уроки жизни.,,212000116.0,2920.0,Видео,«12+» для детей старше 12 лет
Элвин и бурундуки: Грандиозное бурундуключение,,121026415.0,216000243.9,Кино,«6+» для детей старше шести лет
Девушка из Дании,,121025215.0,14761087.58,Кино,«18+» запрещено для детей
Сёстры (2015),,121025815.0,12530627.68,Кино,«18+» запрещено для детей
Антиганг,Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),121001716.0,3443223.9,Кино,«16+» для детей старше 16 лет
Запретная Зона,,121001416.0,474952.0,Кино,«18+» запрещено для детей
Железная министерия,Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),126000216.0,65150.0,Кино,«16+» для детей старше 16 лет
Затерянный в Кантоне,Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),121001316.0,68738.5,Кино,«16+» для детей старше 16 лет
Пятьдесят оттенков черного,Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),121002016.0,41380066.83,Кино,«18+» запрещено для детей
Дэдпул,Wed Nov 02 2016 00:00:00 GMT+0300 (MSK),121002116.0,1587516389.0,Кино,«18+» запрещено для детей
Бруклин,Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),121002216.0,6754350.01,Кино,«16+» для детей старше 16 лет
Анархисты,,121002316.0,332371.0,Кино,«16+» для детей старше 16 лет
Крид: Наследие Рокки,,121025715.0,60057994.01,Кино,«16+» для детей старше 16 лет
"Маша и Медведь. Серия ""В гостях у сказки""",,124004415.0,6000.0,Кино,«0+» для любой зрительской аудитории
ПСИХИ,,111000316.0,10650.0,Кино,«16+» для детей старше 16 лет
Контрибуция,,111021415.0,3792050.52,Кино,«12+» для детей старше 12 лет
Затмение (2015),Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),121001516.0,16269205.58,Кино,«18+» запрещено для детей
Ставка на любовь,Wed Nov 02 2016 00:00:00 GMT+0300 (MSK),111000816.0,24007803.98,Кино,«12+» для детей старше 12 лет
Лес призраков,,121000916.0,30108282.86,Кино,«16+» для детей старше 16 лет
"Детский юмористический киножурнал ""Ералаш. Ну просто фантазтика!""",Mon Oct 03 2016 00:00:00 GMT+0300 (MSK),111001216.0,194527.0,Кино,«0+» для любой зрительской аудитории
Сохрани мою речь навсегда,,214026815.0,26580.0,Видео,«12+» для детей старше 12 лет
Православие в Японии,,212038515.0,2000.0,Видео,«0+» для любой зрительской аудитории
Православие в Китае,,212038615.0,1300.0,Видео,«0+» для любой зрительской аудитории
Приключения Пикси,,124003815.0,10215.0,Кино,«6+» для детей старше шести лет
"Защитники (серии ""Астероид"", ""Пчелороботы"", ""Плакучие конфеты"")",Wed Apr 06 2016 00:00:00 GMT+0300 (MSK),214027215.0,513817.0,Видео,«6+» для детей старше шести лет
"Белка и Стрелка: Озорная семейка (Второй сезон, 21-25 серии)",,214026715.0,15240.0,Видео,«0+» для любой зрительской аудитории
"SOS, ДЕД МОРОЗ ИЛИ ВСЁ СБУДЕТСЯ!",Mon Oct 12 2015 00:00:00 GMT+0300 (MSK),111019915.0,1413501.34,Кино,«6+» для детей старше шести лет
13 часов: Тайные солдаты Бенгази,,121001016.0,18439240.55,Кино,«18+» запрещено для детей
Флоренция и галерея Уффици 3D,Thu Nov 12 2015 00:00:00 GMT+0300 (MSK),126003615.0,3566936.5,Кино,«12+» для детей старше 12 лет
На гребне волны (2015),,121024615.0,230523935.4,Кино,«16+» для детей старше 16 лет
Мафия: игра на выживание,Fri Jan 01 2016 00:00:00 GMT+0300 (MSK),111020615.0,272272468.1,Видео,«16+» для детей старше 16 лет
Забайкальская одиссея,,212000516.0,3000.0,Видео,«6+» для детей старше шести лет
Комната Ожидания,Wed Nov 02 2016 00:00:00 GMT+0300 (MSK),211048215.0,73026.0,Видео,«16+» для детей старше 16 лет
Полет над Москвой,,213010315.0,8760860.0,Видео,«0+» для любой зрительской аудитории
Строго на Запад,,121025515.0,1183688.85,Кино,«18+» запрещено для детей
Лазурный берег,Wed Nov 02 2016 00:00:00 GMT+0300 (MSK),121026115.0,13661902.01,Кино,«18+» запрещено для детей
Кэрол,Mon Oct 03 2016 00:00:00 GMT+0300 (MSK),121003716.0,13128447.63,Кино,«18+» запрещено для детей
Братья (2015.),,221004316.0,244550.0,Видео,«18+» запрещено для детей
МУЛЬТ в кино. Выпуск № 26,Tue May 03 2016 00:00:00 GMT+0300 (MSK),114000316.0,5277879.9,Кино,«0+» для любой зрительской аудитории
Братья из Гримсби,Mon Oct 03 2016 00:00:00 GMT+0300 (MSK),121004116.0,140501616.0,Кино,«18+» запрещено для детей
Короткометражные фильмы-номинанты на Оскар-2016,,126000616.0,2552910.0,Кино,«16+» для детей старше 16 лет
"Убежать, догнать, влюбиться!",,111004616.0,11740.0,Кино,«12+» для детей старше 12 лет
Помню - не помню!,,111004916.0,15362931.43,Кино,«12+» для детей старше 12 лет
КЛАД (2015),,111004816.0,435132.0,Кино,«6+» для детей старше шести лет
Маршрут построен,,111005016.0,52556389.32,Кино,«16+» для детей старше 16 лет
Помнишь меня?,,126001616.0,539250.0,Кино,«12+» для детей старше 12 лет
Луна над Турином,,126001516.0,683318.0,Кино,«18+» запрещено для детей
Венецианские львы,Tue Jan 12 2016 00:00:00 GMT+0300 (MSK),126001416.0,980911.0,Кино,«16+» для детей старше 16 лет
Тем летом,,126000916.0,774210.0,Кино,«16+» для детей старше 16 лет
Best Of Shnit 2015. Лучшее Шнит 2015,,126001216.0,184590.0,Кино,«16+» для детей старше 16 лет
Мой друг Борис Немцов,Thu Mar 03 2016 00:00:00 GMT+0300 (MSK),126000816.0,36910.0,Кино,«18+» запрещено для детей
Чужая страна (2015),,121004316.0,959307.0,Кино,«18+» запрещено для детей
Три девятки,Thu Mar 03 2016 00:00:00 GMT+0300 (MSK),121004416.0,27630900.04,Кино,«18+» запрещено для детей
Ошибка времени,Thu Mar 03 2016 00:00:00 GMT+0300 (MSK),121003016.0,1105183.5,Кино,«16+» для детей старше 16 лет
Логин,Mon Jul 04 2016 00:00:00 GMT+0300 (MSK),121003816.0,240602.5,Кино,«16+» для детей старше 16 лет
Джейн берет ружье,,121004516.0,6375444.6,Кино,«18+» запрещено для детей
"Дивергент, глава 3: За стеной",Mon Oct 03 2016 00:00:00 GMT+0300 (MSK),121004216.0,388938913.9,Кино,«12+» для детей старше 12 лет
Преображение (2015),,111007016.0,56800.0,Кино,«16+» для детей старше 16 лет
Ыаллыылар (Соседи),,211007816.0,827620.0,Видео,«12+» для детей старше 12 лет
Контрибуция (режиссерская версия),,111006016.0,9100.0,Кино,«12+» для детей старше 12 лет
Волки и овцы: б-е-е-е-зумное превращение,,114000516.0,143817593.8,Кино,«6+» для детей старше шести лет
Бэтмен против Супермена: На заре справедливости,,121004816.0,809638458.6,Кино,«16+» для детей старше 16 лет
"Барса: Больше, чем клуб",,226000916.0,148100.0,Видео,«12+» для детей старше 12 лет
Контрибуция (короткая версия),,111005116.0,1820081.0,Кино,«12+» для детей старше 12 лет
Супербобровы,,111004716.0,270538437.9,Кино,«12+» для детей старше 12 лет
МУЛЬТ в кино. Выпуск № 29,,114000916.0,3140318.0,Кино,«0+» для любой зрительской аудитории
Падение Лондона,,121004916.0,136810879.1,Кино,«18+» запрещено для детей
Театр Ла Скала. Храм чудес,,126000716.0,277367.0,Кино,«6+» для детей старше шести лет
Песнь заката,Thu Mar 03 2016 00:00:00 GMT+0300 (MSK),121004616.0,253516.0,Кино,«16+» для детей старше 16 лет
Миссия в Майами,,121004716.0,29485179.69,Кино,«16+» для детей старше 16 лет
Франкофония,,126001116.0,3776087.56,Кино,«12+» для детей старше 12 лет
Губка Боб.,,224004615.0,2725.0,Видео,«12+» для детей старше 12 лет
Паранормальное явление 5: Призраки,,221051015.0,2375.0,Кино,«18+» запрещено для детей
Запрос в друзья,,121005316.0,23766252.9,Кино,«16+» для детей старше 16 лет
Незваные гости (2015),,121005216.0,7564179.32,Кино,«18+» запрещено для детей
МУЛЬТ в кино. Выпуск № 27,,114000616.0,3430271.0,Кино,«0+» для любой зрительской аудитории
Друзья (2015),,121005016.0,4609867.51,Кино,«16+» для детей старше 16 лет
Белки в деле,,124000716.0,8448001.68,Кино,«6+» для детей старше шести лет
Высотка,,121005416.0,38958757.32,Кино,«18+» запрещено для детей
Лайф,,121005116.0,1735813.31,Кино,«18+» запрещено для детей
Король обезьян (2015),,124000816.0,2660830.11,Кино,«6+» для детей старше шести лет
Норм и Несокрушимые,,124001016.0,42761992.59,Кино,«6+» для детей старше шести лет
Сборник короткометражных фильмов о любви - 3,Wed Nov 02 2016 00:00:00 GMT+0300 (MSK),126000416.0,1461209.0,Кино,«18+» запрещено для детей
Порядок вещей,,211003916.0,38620.0,Видео,«0+» для любой зрительской аудитории
В центре внимания,Wed Nov 02 2016 00:00:00 GMT+0300 (MSK),121003116.0,10251855.5,Кино,«18+» запрещено для детей
Разборка в Маниле,,121002516.0,2046934.5,Кино,«16+» для детей старше 16 лет
Медведи Буни: Таинственная зима,Wed Nov 02 2016 00:00:00 GMT+0300 (MSK),124000216.0,4640706.79,Кино,«6+» для детей старше шести лет
ПСИХИ.,,111001416.0,60161.0,Кино,«18+» запрещено для детей
Короткометражные анимационные фильмы. Оскар 2016,,124000916.0,1293483.0,Кино,«6+» для детей старше шести лет
Не свадебное путешествие,,111005316.0,4020.0,Кино,«12+» для детей старше 12 лет
Белоснежка и Охотник 2,,121005616.0,214526360.3,Кино,«16+» для детей старше 16 лет
Книга джунглей (2016),Mon Jul 04 2016 00:00:00 GMT+0300 (MSK),121006616.0,1216781413.0,Кино,«12+» для детей старше 12 лет
"Эдди ""Орёл""",Mon Jul 04 2016 00:00:00 GMT+0300 (MSK),121006316.0,27200398.96,Кино,«16+» для детей старше 16 лет
Помнить,,121006916.0,1544985.5,Кино,«18+» запрещено для детей
Тигриный хвост,,121006516.0,322284.0,Кино,«6+» для детей старше шести лет
Карусели 2,Sat Apr 02 2016 00:00:00 GMT+0300 (MSK),211003616.0,6140.0,Видео,«18+» запрещено для детей
Из тьмы,,121003316.0,8139192.5,Кино,«16+» для детей старше 16 лет
МУЛЬТ в кино. Выпуск № 25,,114000216.0,4206711.5,Кино,«0+» для любой зрительской аудитории
Трамбо,,121003916.0,3713097.51,Кино,«18+» запрещено для детей
28 Панфиловцев,,111000916.0,363622804.9,Кино,«12+» для детей старше 12 лет
Зверополис,,224002216.0,850.0,Кино,«6+» для детей старше шести лет
Зверополис,Thu Mar 03 2016 00:00:00 GMT+0300 (MSK),124000316.0,2048126108.0,Кино,«6+» для детей старше шести лет
Мой король,,121003216.0,18496158.01,Кино,«18+» запрещено для детей
Мистер Холмс,,121002716.0,5085192.98,Кино,«16+» для детей старше 16 лет
Клан (2015),,121002816.0,1007437.0,Кино,«18+» запрещено для детей
Нина навсегда,,121002916.0,574543.0,Кино,«18+» запрещено для детей
Врач (2015),,111005816.0,456626.5,Кино,«16+» для детей старше 16 лет
Птичка,Mon Dec 05 2016 00:00:00 GMT+0300 (MSK),111005616.0,152470.0,Кино,«16+» для детей старше 16 лет
Хичкок/Трюффо,,126001316.0,1017545.5,Кино,«16+» для детей старше 16 лет
Сын Саула,,121006216.0,1652882.5,Кино,«18+» запрещено для детей
МУЛЬТ в кино. Выпуск № 28,Thu Feb 04 2016 00:00:00 GMT+0300 (MSK),114000816.0,3360271.5,Кино,«0+» для любой зрительской аудитории
Хардкор,Mon Jul 04 2016 00:00:00 GMT+0300 (MSK),111006116.0,166576637.9,Кино,«18+» запрещено для детей
Колония Дигнидад,,121005916.0,5705974.54,Кино,«16+» для детей старше 16 лет
Экстрасенсы,,121006416.0,29941895.14,Кино,«18+» запрещено для детей
Да здравствует Цезарь!,Thu Mar 03 2016 00:00:00 GMT+0300 (MSK),121002616.0,65087057.43,Кино,«18+» запрещено для детей
Гордость и предубеждение и зомби,,121003416.0,31770255.89,Кино,«16+» для детей старше 16 лет
Боги Египта,,121003616.0,670702033.0,Кино,«16+» для детей старше 16 лет
8 лучших свиданий,Thu Mar 03 2016 00:00:00 GMT+0300 (MSK),111001116.0,159879167.4,Кино,«12+» для детей старше 12 лет
Мама  _,,111002216.0,240.0,Кино,«0+» для любой зрительской аудитории
Queen. Live in Bohemia,Mon Oct 03 2016 00:00:00 GMT+0300 (MSK),126001916.0,2178445.6,Кино,«6+» для детей старше шести лет
Образцовые семьи,,121007016.0,763958.0,Кино,«16+» для детей старше 16 лет
