Общий викенд,Викенд в месяце,Месяц,Даты,Дней в викенде,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3,Июнь,с 14 июня. 2018 по 17 июня. 2018,3,Сеансы,"35,187","28,455","4,309","9,889","2,241","2,769","1,926","1,931","2,622","1,930","2,854","1,582","2,201","2,003",990,229,336,"1,756","1,397",593,,,,,,,
24,3,Июнь,с 14 июня. 2018 по 17 июня. 2018,3,Сборы за сеанс,"8,701","5,382","6,249","1,845","8,088","4,423","4,436","3,830","2,594","2,484","1,656","2,601","1,519","1,544","1,959","6,440","3,598",586,730,"1,394",,,,,,,
24,3,Июнь,с 14 июня. 2018 по 17 июня. 2018,3,Среднее количество зрителей,36,19,22,7,22,14,17,14,8,10,7,10,10,5,11,16,14,5,3,4,,,,,,,
25,4,Июнь,с 21 июня. 2018 по 24 июня. 2018,3,Фильм,Суперсемейка 2 / Бао,8 подруг Оушена,Мир Юрского периода 2,Ночная смена,Эскобар,Красотка на всю голову,Лето (Leto),Фото на память,Дэдпул 2,Прощаться не будем,Сага о чудовище. Сумерки,Фобия,Реинкарнация,МУЛЬТ в кино. Выпуск № 77,Хан Соло: Звёздные войны. Истории,Хот-Дог,Псы под прикрытием,Горы,Мстители: Война бесконечности,Мир будущего,,,,,,,
25,4,Июнь,с 21 июня. 2018 по 24 июня. 2018,3,Сборы,"155,864,232","154,405,714","68,546,699","52,648,338","12,314,078","12,050,357","6,618,117","5,067,983","3,680,658","3,232,299","3,074,238","2,973,910","2,249,219","1,428,496","1,125,761","1,051,352","940,828","810,216","786,798","745,453",,,,,,,
25,4,Июнь,с 21 июня. 2018 по 24 июня. 2018,3,Зрители,"690,762","522,377","263,508","203,525","34,927","44,110","21,605","23,029","13,988","14,051","11,612","10,800","9,167","11,853","4,304","3,624","5,111","2,811","2,910","3,209",,,,,,,
25,4,Июнь,с 21 июня. 2018 по 24 июня. 2018,3,Сеансы,"26,274","27,159","14,593","17,047","1,854","2,600","1,158","4,150",943,"2,785","2,182","1,619",560,"1,368",309,752,385,285,186,678,,,,,,,
25,4,Июнь,с 21 июня. 2018 по 24 июня. 2018,3,Сборы за сеанс,"5,932","5,685","4,697","3,088","6,641","4,634","5,715","1,221","3,903","1,160","1,408","1,836","4,016","1,044","3,643","1,398","2,443","2,842","4,230","1,099",,,,,,,
25,4,Июнь,с 21 июня. 2018 по 24 июня. 2018,3,Среднее количество зрителей,26,19,18,11,18,16,18,5,14,5,5,6,16,8,13,4,13,9,15,4,,,,,,,
26,5,Июнь,с 28 июня. 2018 по 01 июня. 2018,3,Фильм,Суперсемейка 2 / Бао,8 подруг Оушена,Ты водишь!,Мир Юрского периода 2,Во власти стихии,Ночная смена,Распрекрасный принц,План побега 2,Убийца 2. Против всех,Инсомния,Осторожно: Грамп!,Красотка на всю голову,Эскобар,Книжный клуб,Лето (Leto),Джим Пуговка и машинист Лукас,Дэдпул 2,МУЛЬТ в кино. Выпуск № 77,Мстители: Война бесконечности,Реинкарнация,,,,,,,
26,5,Июнь,с 28 июня. 2018 по 01 июня. 2018,3,Сборы,"75,161,779","67,832,263","63,346,337","32,784,463","32,061,468","19,811,318","15,088,109","11,438,441","10,595,845","7,501,189","7,100,484","5,284,651","4,579,577","4,103,265","3,024,957","2,909,164","1,856,180","1,413,001","772,261","761,429",,,,,,,
26,5,Июнь,с 28 июня. 2018 по 01 июня. 2018,3,Зрители,"340,832","238,787","228,593","120,107","113,241","80,602","74,226","40,071","33,668","28,694","41,228","20,042","14,079","13,574","10,341","14,602","6,433","12,342","2,511","2,845",,,,,,,
26,5,Июнь,с 28 июня. 2018 по 01 июня. 2018,3,Сеансы,"14,110","15,751","17,654","6,651","8,581","8,536","8,665","5,181","5,549","2,859","4,967","1,254",928,"2,252",448,"1,586",421,"2,590",106,196,,,,,,,
26,5,Июнь,с 28 июня. 2018 по 01 июня. 2018,3,Сборы за сеанс,"5,326","4,306","3,588","4,929","3,736","2,320","1,741","2,207","1,909","2,623","1,429","4,214","4,934","1,822","6,752","1,834","4,408",545,"7,285","3,884",,,,,,,
26,5,Июнь,с 28 июня. 2018 по 01 июня. 2018,3,Среднее количество зрителей,24,15,12,18,13,9,8,7,6,10,8,15,15,6,23,9,15,4,23,14,,,,,,,
27,1,Июль,с 05 июля. 2018 по 08 июня. 2018,3,Фильм,Человек-муравей и Оса,Суперсемейка 2 / Бао,8 подруг Оушена,Ты водишь!,Во власти стихии,Мир Юрского периода 2,Распрекрасный принц,Невидимка,Ночная смена,Попробуй подкати,Осторожно: Грамп!,Пылающий,Инсомния,План побега 2,Убийца 2. Против всех,Красотка на всю голову,Эскобар,Зверь,Лето (Leto),Книжный клуб,,,,,,,
27,1,Июль,с 05 июля. 2018 по 08 июня. 2018,3,Сборы,"296,755,806","43,778,918","32,048,305","29,350,137","21,588,079","14,107,587","8,989,830","6,687,036","6,173,053","5,324,905","4,471,346","4,373,544","3,513,621","3,234,749","3,213,815","3,107,125","2,492,810","2,208,676","1,928,832","1,812,969",,,,,,,
27,1,Июль,с 05 июля. 2018 по 08 июня. 2018,3,Зрители,"1,064,095","206,049","115,904","110,275","78,982","57,884","46,274","23,286","28,167","18,646","26,690","13,753","15,699","12,820","10,808","12,197","8,170","7,030","6,610","6,453",,,,,,,
27,1,Июль,с 05 июля. 2018 по 08 июня. 2018,3,Сеансы,"41,917","9,764","6,716","9,735","5,230","3,389","5,601","3,246","2,577","2,651","3,341",864,"1,388","1,894","1,955",783,469,"1,078",251,914,,,,,,,
27,1,Июль,с 05 июля. 2018 по 08 июня. 2018,3,Сборы за сеанс,"7,079","4,483","4,771","3,014","4,127","4,162","1,605","2,060","2,395","2,008","1,338","5,061","2,531","1,707","1,643","3,968","5,315","2,048","7,684","1,983",,,,,,,
27,1,Июль,с 05 июля. 2018 по 08 июня. 2018,3,Среднее количество зрителей,25,21,17,11,15,17,8,7,10,7,7,15,11,6,5,15,17,6,26,7,,,,,,,
28,2,Июль,с 12 июля. 2018 по 15 июня. 2018,3,Фильм,Монстры на каникулах 3: Море зовёт,Небоскреб,Человек-муравей и Оса,Русалка. Озеро мертвых,8 подруг Оушена,Ты водишь!,Во власти стихии,Суперсемейка 2 / Бао,Талли,Мир Юрского периода 2,Пылающий,Красотка на всю голову,Попробуй подкати,МУЛЬТ в кино. Выпуск № 77,Невидимка,Лето (Leto),Эскобар,Распрекрасный принц,Зверь,Большая афера в маленьком городе,,,,,,,
28,2,Июль,с 12 июля. 2018 по 15 июня. 2018,3,Сборы,"328,240,463","148,769,228","106,725,508","39,521,552","10,561,783","8,309,380","7,294,422","6,381,370","4,485,720","3,725,807","2,118,362","1,504,797","1,354,772","1,318,628","1,281,186","1,169,192","1,090,919","792,000","761,145","727,199",,,,,,,
28,2,Июль,с 12 июля. 2018 по 15 июня. 2018,3,Зрители,"1,437,453","525,759","394,119","161,410","36,016","33,961","26,659","32,715","14,773","16,116","6,767","5,902","5,446","11,622","5,219","3,823","4,044","4,400","2,634","2,553",,,,,,,
28,2,Июль,с 12 июля. 2018 по 15 июня. 2018,3,Сеансы,"36,783","29,986","22,714","12,554","2,027","2,296","1,715","2,156","1,862","1,042",490,437,761,"1,848",872,178,265,774,359,331,,,,,,,
28,2,Июль,с 12 июля. 2018 по 15 июня. 2018,3,Сборы за сеанс,"8,923","4,961","4,698","3,148","5,210","3,619","4,253","2,959","2,409","3,575","4,323","3,443","1,780",713,"1,469","6,568","4,116","1,023","2,120","2,196",,,,,,,
28,2,Июль,с 12 июля. 2018 по 15 июня. 2018,3,Среднее количество зрителей,39,17,17,12,17,14,15,15,7,15,13,13,7,6,5,21,15,5,7,7,,,,,,,
29,3,Июль,с 19 июля. 2018 по 22 июня. 2018,3,Фильм,Монстры на каникулах 3: Море зовёт,Небоскреб,Человек-муравей и Оса,Клуб миллиардеров,Килиманджара,Русалка. Озеро мертвых,Паранормальное,Зои,8 подруг Оушена,Во власти стихии,Офисный беспредел,Суперсемейка 2 / Бао,Ты водишь!,Мир Юрского периода 2,Талли,МУЛЬТ в кино. Выпуск № 78,Лето (Leto),Это чертово сердце,Пылающий,Красотка на всю голову,,,,,,,
29,3,Июль,с 19 июля. 2018 по 22 июня. 2018,3,Сборы,"186,681,891","92,768,350","63,073,067","26,871,112","22,476,915","21,145,259","19,398,525","9,705,551","9,109,812","5,676,453","4,952,776","4,681,569","4,239,254","2,799,797","1,986,074","1,808,990","1,393,978","1,372,058","1,338,935","1,243,058",,,,,,,
29,3,Июль,с 19 июля. 2018 по 22 июня. 2018,3,Зрители,"820,416","327,536","236,074","79,653","89,084","91,356","71,073","34,003","31,933","21,131","18,252","23,162","17,403","11,729","7,076","15,302","4,693","5,047","4,681","5,693",,,,,,,
29,3,Июль,с 19 июля. 2018 по 22 июня. 2018,3,Сеансы,"32,566","21,195","13,523","5,677","13,658","8,099","5,260","4,331","1,395","1,061","3,266","1,314",977,669,861,"1,517",170,692,327,314,,,,,,,
29,3,Июль,с 19 июля. 2018 по 22 июня. 2018,3,Сборы за сеанс,"5,732","4,376","4,664","4,733","1,645","2,610","3,687","2,240","6,530","5,350","1,516","3,562","4,339","4,185","2,306","1,192","8,199","1,982","4,094","3,958",,,,,,,
29,3,Июль,с 19 июля. 2018 по 22 июня. 2018,3,Среднее количество зрителей,25,15,17,14,6,11,13,7,22,19,5,17,17,17,8,10,27,7,14,18,,,,,,,
30,4,Июль,с 26 июля. 2018 по 29 июня. 2018,3,Фильм,Миссия невыполнима: Последствия,Монстры на каникулах 3: Море зовёт,Небоскреб,Человек-муравей и Оса,Убежище дьявола,Килиманджара,Клуб миллиардеров,Паранормальное,Обитатели,Белль и Себастьян: Приключения продолжаются,Русалка. Озеро мертвых,8 подруг Оушена,Во власти стихии,Зои,Суперсемейка 2 / Бао,МУЛЬТ в кино. Выпуск № 78,Жаркие летние ночи,"Мектуб, моя любовь",Ты водишь!,Мир Юрского периода 2,,,,,,,
30,4,Июль,с 26 июля. 2018 по 29 июня. 2018,3,Сборы,"211,885,436","89,945,307","31,121,607","21,201,649","9,219,177","7,871,411","7,324,152","6,353,325","6,029,984","5,117,352","4,536,100","4,356,278","3,135,957","2,346,048","2,335,984","1,644,270","1,637,115","1,590,875","1,325,272","1,236,444",,,,,,,
30,4,Июль,с 26 июля. 2018 по 29 июня. 2018,3,Зрители,"670,463","418,757","119,846","87,253","34,465","34,764","23,763","26,097","22,706","22,857","21,826","15,055","11,114","9,792","11,538","14,673","5,040","4,922","5,357","5,333",,,,,,,
30,4,Июль,с 26 июля. 2018 по 29 июня. 2018,3,Сеансы,"39,314","19,220","9,411","5,743","2,324","6,080","2,538","2,611","2,505","2,363","2,102",898,725,"1,451",800,"2,598",430,666,380,392,,,,,,,
30,4,Июль,с 26 июля. 2018 по 29 июня. 2018,3,Сборы за сеанс,"5,389","4,679","3,306","3,691","3,966","1,294","2,885","2,433","2,407","2,165","2,157","4,851","4,325","1,616","2,919",632,"3,807","2,388","3,487","3,154",,,,,,,
30,4,Июль,с 26 июля. 2018 по 29 июня. 2018,3,Среднее количество зрителей,17,21,12,15,14,5,9,9,9,9,10,16,15,6,14,5,11,7,14,13,,,,,,,
31,1,Август,с 02 авг. 2018 по 05 авг. 2018,3,Фильм,Миссия невыполнима: Последствия,Кристофер Робин,Монстры на каникулах 3: Море зовёт,Судная ночь. Начало,Опасная игра Слоун,Небоскреб,Человек-муравей и Оса,Планета зверей,Кодекс Готти,Мальчишник в Европе,Жаркие летние ночи,Убежище дьявола,Шпионская игра,8 подруг Оушена,Во власти стихии,Белль и Себастьян: Приключения продолжаются,Обитатели,МУЛЬТ в кино. Выпуск № 78,Суперсемейка 2 / Бао,Голодные Z,,,,,,,
31,1,Август,с 02 авг. 2018 по 05 авг. 2018,3,Сборы,"100,410,776","80,832,822","54,827,114","52,267,958","17,366,404","14,538,290","8,994,841","5,796,178","4,186,017","3,152,741","3,103,613","3,082,054","2,632,782","2,582,977","1,917,902","1,839,337","1,408,237","1,387,431","1,368,840","1,355,354",,,,,,,
31,1,Август,с 02 авг. 2018 по 05 авг. 2018,3,Зрители,"319,925","354,509","257,062","196,160","50,582","60,577","37,456","22,588","11,564","10,942","9,976","13,725","8,093","9,625","6,974","8,960","6,143","12,373","6,615","5,292",,,,,,,
31,1,Август,с 02 авг. 2018 по 05 авг. 2018,3,Сеансы,"23,747","23,495","12,834","11,982","4,377","4,084","2,303","4,034","1,459","1,118",935,"1,148","1,637",523,455,"1,217",911,"2,538",446,985,,,,,,,
31,1,Август,с 02 авг. 2018 по 05 авг. 2018,3,Сборы за сеанс,"4,228","3,440","4,272","4,362","3,967","3,559","3,905","1,436","2,869","2,819","3,319","2,684","1,608","4,938","4,215","1,511","1,545",546,"3,069","1,375",,,,,,,
31,1,Август,с 02 авг. 2018 по 05 авг. 2018,3,Среднее количество зрителей,13,15,20,16,11,14,16,5,7,9,10,11,4,18,15,7,6,4,14,5,,,,,,,
32,2,Август,с 09 авг. 2018 по 12 авг. 2018,3,Фильм,Мег: Монстр глубины,"Шпион, который меня кинул",Кристофер Робин,Миссия невыполнима: Последствия,Монстры на каникулах 3: Море зовёт,Судная ночь. Начало,Зло,В поисках йети,Опасная игра Слоун,Человек-муравей и Оса,По ту сторону океана,Небоскреб,Маленький большой герой,МУЛЬТ в кино. Выпуск № 78,8 подруг Оушена,Кодекс Готти,Жаркие летние ночи,Планета зверей,Во власти стихии,Суперсемейка 2 / Бао,,,,,,,
32,2,Август,с 09 авг. 2018 по 12 авг. 2018,3,Сборы,"341,609,510","49,919,483","46,433,924","32,409,183","31,827,657","18,423,870","10,891,741","9,098,762","7,416,207","3,617,321","3,537,171","3,288,023","1,644,791","1,397,519","1,349,819","1,097,750","1,067,788","1,043,307","944,825","932,709",,,,,,,
32,2,Август,с 09 авг. 2018 по 12 авг. 2018,3,Зрители,"1,200,793","178,634","212,270","114,016","152,414","72,010","41,173","46,899","22,150","16,142","13,712","14,069","8,854","12,740","4,789","2,878","3,874","4,957","3,386","4,029",,,,,,,
32,2,Август,с 09 авг. 2018 по 12 авг. 2018,3,Сеансы,"36,509","14,950","13,779","9,100","6,496","6,156","3,162","5,363","1,869","1,043","1,565","1,122","1,290","2,678",315,458,418,"1,058",234,254,,,,,,,
32,2,Август,с 09 авг. 2018 по 12 авг. 2018,3,Сборы за сеанс,"9,356","3,339","3,369","3,561","4,899","2,992","3,444","1,696","3,968","3,468","2,260","2,930","1,275",521,"4,285","2,396","2,554",986,"4,037","3,672",,,,,,,
32,2,Август,с 09 авг. 2018 по 12 авг. 2018,3,Среднее количество зрителей,32,11,15,12,23,11,13,8,11,15,8,12,6,4,15,6,9,4,14,15,,,,,,,
33,3,Август,с 16 авг. 2018 по 19 авг. 2018,3,Фильм,Мег: Монстр глубины,MAMMA MIA! 2,Слендермен,Аксель,"Шпион, который меня кинул",Монстры на каникулах 3: Море зовёт,Кристофер Робин,Миссия невыполнима: Последствия,Судная ночь. Начало,В поисках йети,Опасная игра Слоун,Зло,Вилли и крутые тачки,Горные огни,МУЛЬТ в кино. Выпуск № 79,Человек-муравей и Оса,По ту сторону океана,Моё поколение (My Generation),Опасное задание,ЗАНОВО РОДИТЬСЯ,,,,,,,
33,3,Август,с 16 авг. 2018 по 19 авг. 2018,3,Сборы,"159,905,691","53,318,006","41,844,908","35,263,047","24,443,905","23,899,337","22,849,203","16,839,205","5,984,743","4,516,614","4,212,109","4,093,220","3,262,608","2,504,453","2,298,858","1,866,115","1,512,780","1,379,063","1,223,704","1,056,250",,,,,,,
33,3,Август,с 16 авг. 2018 по 19 авг. 2018,3,Зрители,"573,512","190,871","161,496","148,822","92,249","114,067","107,865","56,941","25,325","25,617","12,010","17,663","16,032","9,454","19,583","7,876","6,464","4,061","4,342","2,587",,,,,,,
33,3,Август,с 16 авг. 2018 по 19 авг. 2018,3,Сеансы,"27,095","20,727","10,873","11,643","7,516","4,906","6,423","3,663","1,914","2,918",733,"1,559","2,225","2,031","2,024",503,817,182,864,45,,,,,,,
33,3,Август,с 16 авг. 2018 по 19 авг. 2018,3,Сборы за сеанс,"5,901","2,572","3,848","3,028","3,252","4,871","3,557","4,597","3,126","1,547","5,746","2,625","1,466","1,233","1,135","3,709","1,851","7,577","1,416","23,472",,,,,,,
33,3,Август,с 16 авг. 2018 по 19 авг. 2018,3,Среднее количество зрителей,21,9,14,12,12,23,16,15,13,8,16,11,7,4,9,15,7,22,5,57,,,,,,,
34,4,Август,с 23 авг. 2018 по 26 авг. 2018,3,Фильм,Альфа,Мег: Монстр глубины,Принцесса и дракон,Днюха!,MAMMA MIA! 2,22 мили,Слендермен,Монстры на каникулах 3: Море зовёт,"Отель ""Артемида""",Аксель,Кристофер Робин,Миссия невыполнима: Последствия,"Шпион, который меня кинул",Вилли и крутые тачки,"Не волнуйся, он далеко не уйдет",МУЛЬТ в кино. Выпуск № 79,Опасная игра Слоун,Гоголь. Страшная месть,Голубая игуана,Шоу Мистико,,,,,,,
34,4,Август,с 23 авг. 2018 по 26 авг. 2018,3,Сборы,"223,369,534","59,888,714","34,073,230","29,768,429","19,124,796","19,032,674","15,782,797","15,365,887","15,211,767","12,604,631","7,894,520","6,023,313","5,420,653","3,838,271","3,513,292","1,955,224","1,695,098","1,415,503","1,150,174","1,034,756",,,,,,,
34,4,Август,с 23 авг. 2018 по 26 авг. 2018,3,Зрители,"782,427","224,525","173,682","116,383","69,940","63,979","64,066","71,814","52,042","58,474","35,050","19,535","23,084","20,862","10,766","17,314","5,232","5,475","3,512","2,970",,,,,,,
34,4,Август,с 23 авг. 2018 по 26 авг. 2018,3,Сеансы,"31,088","11,241","14,284","13,603","7,884","6,325","4,995","3,268","6,579","5,425","2,120","1,299","1,715","2,602",653,"3,032",342,63,851,480,,,,,,,
34,4,Август,с 23 авг. 2018 по 26 авг. 2018,3,Сборы за сеанс,"7,185","5,327","2,385","2,188","2,425","3,009","3,159","4,701","2,312","2,323","3,723","4,636","3,160","1,475","5,380",644,"4,956","22,468","1,351","2,155",,,,,,,
34,4,Август,с 23 авг. 2018 по 26 авг. 2018,3,Среднее количество зрителей,25,19,12,8,8,10,12,21,7,10,16,15,13,8,16,5,15,86,4,6,,,,,,,
35,1,Сентябрь,с 30 авг. 2018 по 02 сен. 2018,3,Фильм,Гоголь. Страшная месть,Альфа,Мег: Монстр глубины,Как женить холостяка,Принцесса и дракон,Монстры на каникулах 3: Море зовёт,Днюха!,Выжившие,22 мили,Кристофер Робин,MAMMA MIA! 2,2001 год: Космическая одиссея,Аксель,"Отель ""Артемида""",Слендермен,Миссия невыполнима: Последствия,Вилли и крутые тачки,"Не волнуйся, он далеко не уйдет",Тайная жизнь пингвинов,МУЛЬТ в кино. Выпуск № 79,,,,,,,
35,1,Сентябрь,с 30 авг. 2018 по 02 сен. 2018,3,Сборы,"224,049,506","123,067,490","35,249,938","29,734,700","23,745,955","23,060,168","12,395,233","7,414,404","6,971,676","6,907,513","6,876,100","6,302,040","6,195,061","5,414,156","3,875,666","3,431,839","2,874,463","2,117,142","1,967,670","1,469,134",,,,,,,
35,1,Сентябрь,с 30 авг. 2018 по 02 сен. 2018,3,Зрители,"875,490","463,153","133,964","97,647","123,036","106,464","51,552","27,374","23,822","29,791","26,770","12,623","30,201","20,051","16,766","12,555","17,470","6,928","7,802","12,875",,,,,,,
35,1,Сентябрь,с 30 авг. 2018 по 02 сен. 2018,3,Сеансы,"39,630","23,376","6,460","5,747","10,072","4,223","6,197","2,706","2,823","1,662","2,776",362,"1,799","2,842","1,291",751,"1,853",484,754,"2,106",,,,,,,
35,1,Сентябрь,с 30 авг. 2018 по 02 сен. 2018,3,Сборы за сеанс,"5,653","5,264","5,456","5,173","2,357","5,460","2,000","2,739","2,469","4,156","2,476","17,408","3,443","1,905","3,002","4,569","1,551","4,374","2,609",697,,,,,,,
35,1,Сентябрь,с 30 авг. 2018 по 02 сен. 2018,3,Среднее количество зрителей,22,19,20,16,12,25,8,10,8,17,9,34,16,7,12,16,9,14,10,6,,,,,,,
36,2,Сентябрь,с 06 авг. 2018 по 09 сен. 2018,3,Фильм,Великий уравнитель 2,Гоголь. Страшная месть,Темные отражения,Альфа,История одного назначения,Как женить холостяка,Мара. Пожиратель снов,Мег: Монстр глубины,Монстры на каникулах 3: Море зовёт,Кин,Принцесса и дракон,Тайная жизнь пингвинов,Белль и Себастьян: друзья навек,Кристофер Робин,Днюха!,MAMMA MIA! 2,МУЛЬТ в кино. Выпуск № 79,Выжившие,Миссия невыполнима: Последствия,Аксель,,,,,,,
36,2,Сентябрь,с 06 авг. 2018 по 09 сен. 2018,3,Сборы,"96,212,514","79,623,546","43,946,948","37,699,175","14,475,149","13,000,643","12,935,451","10,550,255","9,331,755","8,666,980","6,882,446","4,195,350","3,764,992","2,218,012","1,707,774","1,543,398","1,492,797","1,318,075","1,276,284","1,074,252",,,,,,,
36,2,Сентябрь,с 06 авг. 2018 по 09 сен. 2018,3,Зрители,"318,347","308,516","167,801","148,137","51,920","43,717","47,989","40,805","41,490","33,289","37,705","18,175","15,885","8,544","8,548","5,677","13,360","5,578","5,095","5,203",,,,,,,
36,2,Сентябрь,с 06 авг. 2018 по 09 сен. 2018,3,Сеансы,"18,110","22,428","15,785","8,354","7,073","2,770","3,418","2,392","2,010","6,859","3,663","1,770","1,317",573,"1,108",538,"2,297",848,342,416,,,,,,,
36,2,Сентябрь,с 06 авг. 2018 по 09 сен. 2018,3,Сборы за сеанс,"5,312","3,550","2,784","4,512","2,046","4,693","3,784","4,410","4,642","1,263","1,878","2,370","2,858","3,870","1,541","2,868",649,"1,554","3,731","2,582",,,,,,,
36,2,Сентябрь,с 06 авг. 2018 по 09 сен. 2018,3,Среднее количество зрителей,17,13,10,17,7,15,14,17,20,4,10,10,12,14,7,10,5,6,14,12,,,,,,,
37,3,Сентябрь,с 13 сен. 2018 по 16 сен. 2018,3,Фильм,Хищник,Великий уравнитель 2,Счастья! Здоровья!,Временные трудности,Гоголь. Страшная месть,Большой кошачий побег,Темные отражения,Альфа,История одного назначения,Багровая мята,Монстры на каникулах 3: Море зовёт,Мара. Пожиратель снов,Мег: Монстр глубины,Как женить холостяка,Мир принадлежит тебе,МУЛЬТ в кино. Выпуск № 80,Белль и Себастьян: друзья навек,Бельканто,Кин,Принцесса и дракон,,,,,,,
37,3,Сентябрь,с 13 сен. 2018 по 16 сен. 2018,3,Сборы,"275,932,879","38,851,554","38,096,537","37,359,848","34,241,887","32,946,482","18,523,462","16,671,044","9,528,928","8,743,912","6,900,570","5,242,749","4,777,478","4,720,156","3,091,311","2,567,398","1,832,208","1,572,353","1,546,972","1,546,645",,,,,,,
37,3,Сентябрь,с 13 сен. 2018 по 16 сен. 2018,3,Зрители,"922,782","133,383","145,048","135,449","136,628","151,132","76,497","67,397","36,072","30,313","29,057","21,602","17,113","16,507","9,117","21,602","7,912","4,167","7,398","8,467",,,,,,,
37,3,Сентябрь,с 13 сен. 2018 по 16 сен. 2018,3,Сеансы,"36,472","9,693","13,284","7,709","8,408","7,160","6,893","3,162","3,538","3,453","1,277","1,597",998,915,"1,375","1,797",668,671,"1,676","1,024",,,,,,,
37,3,Сентябрь,с 13 сен. 2018 по 16 сен. 2018,3,Сборы за сеанс,"7,565","4,008","2,867","4,846","4,072","4,601","2,687","5,272","2,693","2,532","5,403","3,282","4,787","5,158","2,248","1,428","2,742","2,343",923,"1,510",,,,,,,
37,3,Сентябрь,с 13 сен. 2018 по 16 сен. 2018,3,Среднее количество зрителей,25,13,10,17,16,21,11,21,10,8,22,13,17,18,6,12,11,6,4,8,,,,,,,
38,4,Сентябрь,с 20 сен. 2018 по 23 сен. 2018,3,Фильм,Проклятие монахини,Агент Джонни Инглиш 3.0,Хищник,Простая просьба,Большой кошачий побег,Временные трудности,Счастья! Здоровья!,Гоголь. Страшная месть,Великий уравнитель 2,Альфа,Лондонские поля,Монстры на каникулах 3: Море зовёт,Бои без правил,Темные отражения,История одного назначения,Храброе сердце. Заговор в королевстве,МУЛЬТ в кино. Выпуск № 80,Багровая мята,Царь-птица (Тойон кыыл),Панды,,,,,,,
38,4,Сентябрь,с 20 сен. 2018 по 23 сен. 2018,3,Сборы,"281,105,454","82,506,162","75,055,678","48,901,027","24,294,903","20,697,440","12,290,398","10,486,939","9,313,085","6,292,607","5,952,134","4,711,527","4,000,339","2,951,075","2,717,838","2,702,906","2,600,569","1,566,490","1,418,310","1,413,831",,,,,,,
38,4,Сентябрь,с 20 сен. 2018 по 23 сен. 2018,3,Зрители,"1,058,343","292,251","263,728","167,198","118,053","78,154","52,053","44,498","34,100","26,301","19,164","20,556","13,432","14,205","10,739","13,521","22,665","6,862","5,299","7,628",,,,,,,
38,4,Сентябрь,с 20 сен. 2018 по 23 сен. 2018,3,Сеансы,"29,020","18,102","19,404","9,848","5,051","4,730","6,449","2,972","2,510","1,289","2,631",925,"1,378","1,580",919,"1,597","3,110","1,105",144,454,,,,,,,
38,4,Сентябрь,с 20 сен. 2018 по 23 сен. 2018,3,Сборы за сеанс,"9,686","4,557","3,868","4,965","4,809","4,375","1,905","3,528","3,710","4,881","2,262","5,093","2,903","1,867","2,957","1,692",836,"1,417","9,849","3,114",,,,,,,
38,4,Сентябрь,с 20 сен. 2018 по 23 сен. 2018,3,Среднее количество зрителей,36,16,13,16,23,16,8,14,13,20,7,22,9,8,11,8,7,6,36,16,,,,,,,
39,5,Сентябрь,с 27 сен. 2018 по 30 сен. 2018,3,Фильм,Непрощенный,Проклятие монахини,Тайна дома с часами,Агент Джонни Инглиш 3.0,Простая просьба,Поиск,Хищник,Мотылёк,Большой кошачий побег,Профессионал,Временные трудности,Игрушки для взрослых,"Человек, который убил Дон Кихота",Монстры на каникулах 3: Море зовёт,МУЛЬТ в кино. Выпуск № 81,Руби и повелитель воды,Гоголь. Страшная месть,Великий уравнитель 2,Альфа,Счастья! Здоровья!,,,,,,,
39,5,Сентябрь,с 27 сен. 2018 по 30 сен. 2018,3,Сборы,"138,977,623","115,914,971","111,823,133","41,249,887","31,499,777","25,209,619","21,557,545","16,481,855","16,357,801","9,555,349","8,760,267","8,629,206","4,685,271","4,422,346","3,439,489","2,592,349","2,526,477","2,266,365","2,112,628","1,748,140",,,,,,,
39,5,Сентябрь,с 27 сен. 2018 по 30 сен. 2018,3,Зрители,"518,927","433,255","423,861","146,642","105,391","90,422","82,726","54,903","77,334","30,942","35,866","31,414","15,201","19,238","29,308","12,800","10,683","8,419","8,891","9,282",,,,,,,
39,5,Сентябрь,с 27 сен. 2018 по 30 сен. 2018,3,Сеансы,"21,143","18,508","21,331","9,279","5,718","5,878","5,566","2,755","2,880","2,926","2,276","3,836","1,220",739,"2,511","1,332",689,518,530,"1,321",,,,,,,
39,5,Сентябрь,с 27 сен. 2018 по 30 сен. 2018,3,Сборы за сеанс,"6,573","6,262","5,242","4,445","5,508","4,288","3,873","5,982","5,679","3,265","3,848","2,249","3,840","5,984","1,369","1,946","3,666","4,375","3,986","1,323",,,,,,,
39,5,Сентябрь,с 27 сен. 2018 по 30 сен. 2018,3,Среднее количество зрителей,24,23,19,15,18,15,14,19,26,10,15,8,12,26,11,9,15,16,16,7,,,,,,,
49,1,Октябрь,с 04 окт. 2018 по 07 окт. 2018,3,Фильм,Веном,Непрощенный,Звезда родилась,Пришельцы в доме,На районе,Тайна дома с часами,Проклятие монахини,Кислота,Поиск,Агент Джонни Инглиш 3.0,Простая просьба,Черный клановец,Мотылёк,Большой кошачий побег,МУЛЬТ в кино. Выпуск № 81,Любовник моей жены,Монстры на каникулах 3: Море зовёт,Временные трудности,Хищник,Школа,,,,,,,
